#{"t_start": 1703257392.9470842, "env_id": null}
r,l,t
20.46122,149,0.6433
7.701696,149,1.308063
1.729191,149,2.050408
64.566144,149,2.779165
-647.77398,149,3.524185
8.549586,149,4.254312
38.194419,149,4.990254
15.631741,149,5.717178
40.215855,149,6.466982
53.750461,149,7.190493
58.289844,149,7.93012
60.75104,149,8.664721
38.450834,149,9.398024
49.430069,149,10.120733
56.776057,149,10.861679
39.064679,149,11.594683
