#{"t_start": 1694674190.3130488, "env_id": null}
r,l,t
46.161791,149,1691.657293
46.363437,149,1692.518372
47.442206,149,1693.378293
47.048374,149,1694.216294
46.156955,149,1694.996373
45.808263,149,1695.815298
46.932696,149,1696.622303
47.215413,149,1697.434333
46.225465,149,1698.248297
-153.165702,149,1699.037375
47.383254,149,1699.825298
48.256939,149,1700.630308
46.278211,149,1701.475308
-191.13369,5,1702.1303
47.023735,149,1702.278301
46.329393,149,1703.089309
46.84924,149,1703.940302
46.048238,149,1704.715381
47.250543,149,1705.519312
48.081158,149,1706.320405
46.476901,149,1707.097399
46.271543,149,1707.916387
47.525236,149,1708.715306
47.398159,149,1709.589377
46.844686,149,1710.380315
47.301467,149,1711.181308
46.278347,149,1711.947309
46.261856,149,1712.726385
-154.040155,149,1713.579317
45.857847,149,1714.453391
46.924708,149,1715.28232
47.708902,149,1716.138313
47.640464,149,1717.09532
46.660047,149,1717.969314
47.522787,149,1718.768315
46.852251,149,1719.563323
-150.836625,149,1720.402324
46.585958,149,1721.297326
47.652681,149,1722.089324
47.579184,149,1722.959318
45.752719,149,1723.763319
46.713857,149,1724.57432
-93.431485,3,1725.278328
45.777848,149,1725.410328
47.478805,149,1726.220321
49.174183,149,1727.006329
46.722911,149,1727.856323
47.276835,149,1728.729406
47.519682,149,1729.617331
46.577082,149,1730.462325
-52.205189,149,1731.276333
-153.777815,149,1732.064326
46.34312,149,1732.930327
46.694243,149,1733.726336
46.545504,149,1734.542336
47.318331,149,1735.338336
47.317541,149,1736.088338
45.472737,149,1736.869416
47.578226,149,1737.644415
46.309392,149,1738.449412
47.287513,149,1739.2554
46.920704,149,1740.051334
47.050979,149,1740.814334
46.413,149,1741.611342
46.885275,149,1742.411335
46.491266,149,1743.185337
47.862848,149,1743.941337
46.126028,149,1744.698338
47.945294,149,1745.542338
47.129223,149,1746.373348
-54.551212,149,1747.128424
45.380404,149,1747.910347
47.924313,149,1748.685414
47.55186,149,1749.47135
47.432167,149,1750.245341
46.668827,149,1751.050352
46.716992,149,1751.847424
47.535991,149,1752.628352
-191.627404,5,1753.336353
47.39719,149,1753.465345
47.868189,149,1754.223471
46.699728,149,1754.976453
47.019719,149,1755.770453
47.127126,149,1756.551538
-155.378135,149,1757.28854
46.845957,149,1758.117541
46.699589,149,1758.863538
48.34023,149,1759.619538
-91.730237,4,1760.248527
48.084145,149,1760.375464
47.106192,149,1761.127536
46.673394,149,1761.898536
47.034641,149,1762.740533
47.145058,149,1763.55946
47.348897,149,1764.360484
-93.69823,3,1765.022553
-92.79488,4,1765.040538
47.106577,149,1765.16555
46.63242,149,1765.975536
48.24318,149,1766.799534
47.064082,149,1767.563543
46.091098,149,1768.307542
46.630471,149,1769.100547
47.724737,149,1769.896547
47.292774,149,1770.638544
45.978157,149,1771.398545
47.977064,149,1772.124557
46.880364,149,1772.887467
45.033046,149,1773.671552
46.195395,149,1774.45455
46.624956,149,1775.203477
46.845246,149,1775.93756
47.824844,149,1776.691557
45.840555,149,1777.436478
45.530542,149,1778.21355
-192.704994,4,1778.847553
47.038162,149,1778.97748
-92.812193,4,1779.622529
47.399075,149,1779.749557
46.205613,149,1780.525554
46.617181,149,1781.365482
48.022232,149,1782.132555
46.471398,149,1782.890573
46.755284,149,1783.64556
46.74889,149,1784.404558
46.989066,149,1785.138534
48.240741,149,1785.886572
47.444392,149,1786.632488
46.848341,149,1787.455563
48.52389,149,1788.21556
-53.585375,149,1788.949564
-150.832794,149,1789.70856
46.773712,149,1790.476565
45.936386,149,1791.208563
46.589884,149,1792.080491
47.381837,149,1792.950528
47.273735,149,1793.717564
46.910041,149,1794.586566
46.57535,149,1795.364563
47.279009,149,1796.151562
45.744487,149,1796.878824
46.531146,149,1797.628825
47.316976,149,1798.370825
47.632704,149,1799.124827
46.397422,149,1799.872794
46.365454,149,1800.771831
-255.090001,149,1801.587828
48.127301,149,1802.324852
47.093824,149,1803.115839
46.757664,149,1803.84683
46.327494,149,1804.59784
45.649349,149,1805.413841
47.40719,149,1806.126795
46.24452,149,1806.886839
48.120075,149,1807.747833
47.280182,149,1808.616803
46.676871,149,1809.359847
46.324394,149,1810.092841
47.007109,149,1810.920839
45.333426,149,1811.816853
47.908892,149,1812.645848
46.844692,149,1813.422842
-191.959749,5,1814.047851
45.72061,149,1814.175804
47.155986,149,1815.022843
46.778107,149,1815.905817
46.095887,149,1816.74185
46.893607,149,1817.524848
47.26212,149,1818.425842
47.200178,149,1819.282845
48.41081,149,1820.12985
46.318959,149,1821.015847
47.640221,149,1821.955855
-191.486208,5,1822.631855
47.343245,149,1822.76785
46.213877,149,1823.564863
47.245887,149,1824.321883
46.989849,149,1825.087782
46.84863,149,1825.868848
-155.015544,149,1826.629861
47.059592,149,1827.399819
47.68224,149,1828.163855
46.138218,149,1828.928795
47.217399,149,1829.684851
46.931628,149,1830.44182
47.628582,149,1831.210896
46.096609,149,1832.029862
47.264866,149,1832.925797
46.077543,149,1833.680801
47.282234,149,1834.487867
48.327302,149,1835.427867
47.622918,149,1836.31888
47.462047,149,1837.102862
47.732982,149,1837.960826
47.116375,149,1838.790863
47.352781,149,1839.60687
47.609896,149,1840.515872
45.808246,149,1841.331832
46.384505,149,1842.282867
46.769636,149,1843.175866
47.029568,149,1843.969876
47.258748,149,1844.712889
47.137279,149,1845.552906
-191.811178,6,1846.238869
47.172583,149,1846.391874
47.280766,149,1847.171879
47.350785,149,1848.028929
45.748483,149,1848.880975
47.599694,149,1849.733968
47.003651,149,1850.644972
46.154831,149,1851.44697
46.504968,149,1852.19997
46.949158,149,1853.024972
46.338822,149,1853.896972
46.354686,149,1854.763972
46.253296,149,1855.604983
48.066231,149,1856.412976
47.433759,149,1857.337986
47.897329,149,1858.194994
45.828068,149,1859.09298
46.90718,149,1859.981951
-153.202975,149,1860.793983
47.678327,149,1861.644981
46.999287,149,1862.606983
47.608266,149,1863.420987
-192.726683,4,1864.182952
47.040298,149,1864.310983
47.41135,149,1865.084994
46.824333,149,1865.874986
-52.867037,149,1866.678995
47.134827,149,1867.452947
46.010569,149,1868.24895
46.090583,149,1869.010992
47.657796,149,1869.800988
45.782499,149,1870.576989
47.396011,149,1871.368001
-192.281186,5,1872.103028
46.703024,149,1872.24399
47.23453,149,1873.039995
-93.840302,3,1873.740998
46.172966,149,1873.866007
47.361339,149,1874.661003
47.169642,149,1875.44599
46.869907,149,1876.198002
45.907161,149,1876.989996
45.725994,149,1877.760004
47.292386,149,1878.495963
46.79649,149,1879.247064
47.000552,149,1880.031998
47.16408,149,1880.860005
46.516593,149,1881.61
46.196612,149,1882.464998
46.345603,149,1883.191996
46.149324,149,1883.934006
46.178123,149,1884.66101
46.093348,149,1885.402005
46.340677,149,1886.117018
46.789654,149,1886.863002
46.515697,149,1887.616
46.224469,149,1888.397008
47.900362,149,1889.133013
46.307222,149,1889.865005
46.475313,149,1890.61001
45.290146,149,1891.33801
46.419716,149,1892.098009
47.296241,149,1892.851009
46.310596,149,1893.606009
47.773245,149,1894.344975
46.958823,149,1895.101017
-191.891979,6,1895.755017
-252.911274,149,1895.891015
46.680932,149,1896.631012
46.475455,149,1897.450019
46.307292,149,1898.244014
46.851002,149,1899.006014
47.085517,149,1899.868022
48.280595,149,1900.695013
46.810578,149,1901.52302
46.192792,149,1902.426022
46.638556,149,1903.239026
46.145478,149,1904.106016
46.629683,149,1905.032023
48.157212,149,1905.844978
47.12531,149,1906.743021
-252.696227,149,1907.662026
45.358277,149,1908.431055
46.672598,149,1909.254025
46.17899,149,1910.228021
48.247196,149,1911.009025
46.470354,149,1911.802023
-152.693207,149,1912.656987
47.575155,149,1913.410032
46.632886,149,1914.145031
46.425735,149,1914.98206
46.885558,149,1915.847036
46.562569,149,1916.673035
-90.703766,6,1917.441027
46.9563,149,1917.574028
48.270814,149,1918.32405
46.874076,149,1919.136028
45.788592,149,1920.053035
46.793183,149,1920.866031
45.826424,149,1921.746031
47.53945,149,1922.653032
47.347551,149,1923.532011
48.050879,149,1924.343036
47.638444,149,1925.085033
47.360787,149,1925.829006
46.204496,149,1926.571046
46.845912,149,1927.423038
-91.506324,5,1928.107035
46.829082,149,1928.244038
47.56114,149,1929.114037
45.567632,149,1930.009039
46.112239,149,1930.91104
46.614852,149,1931.798039
47.339476,149,1932.64504
46.461755,149,1933.482049
-192.237023,5,1934.208043
-290.591739,6,1934.238044
47.017883,149,1934.381044
46.346572,149,1935.220051
47.237601,149,1936.094014
45.993933,149,1936.945051
-153.497009,149,1937.802047
46.672344,149,1938.716046
46.727901,149,1939.617008
-92.682474,4,1940.244046
46.660476,149,1940.374058
46.874487,149,1941.114042
47.32469,149,1941.854048
48.142152,149,1942.728067
48.691663,149,1943.481024
46.358621,149,1944.23205
46.194363,149,1945.143057
46.924715,149,1945.881013
46.528745,149,1946.729053
47.052738,149,1947.626059
46.98299,149,1948.419023
46.77783,149,1949.199016
45.539703,149,1950.142061
47.211449,149,1950.877069
46.830778,149,1951.671019
45.914183,149,1952.416064
45.939161,149,1953.243118
46.929224,149,1954.191066
46.769629,149,1954.973
47.046062,149,1955.798067
45.318166,149,1956.555063
47.012716,149,1957.391069
46.169292,149,1958.136063
46.440283,149,1958.88007
46.238997,149,1959.648074
46.55837,149,1960.514065
47.245532,149,1961.350067
46.632394,149,1962.222081
46.299462,149,1962.991022
46.390638,149,1963.732238
46.594546,149,1964.580239
46.989173,149,1965.402271
47.032545,149,1966.210241
46.710818,149,1967.012241
48.053012,149,1967.788248
-254.697027,149,1968.658256
46.923666,149,1969.392249
47.059546,149,1970.160243
46.319776,149,1970.996243
46.437252,149,1971.880252
46.301046,149,1972.711249
47.443202,149,1973.482249
46.703437,149,1974.284245
45.863709,149,1975.05025
48.31966,149,1975.855255
-191.901264,6,1976.590256
47.459439,149,1976.759257
46.610989,149,1977.655258
47.180465,149,1978.590251
47.494556,149,1979.389258
47.646476,149,1980.151259
47.722894,149,1980.97429
46.997683,149,1981.733252
47.096187,149,1982.451214
46.529504,149,1983.304262
46.988228,149,1984.078254
46.999928,149,1984.833261
47.676885,149,1985.586264
46.15399,149,1986.380257
46.688137,149,1987.163257
46.239895,149,1987.97526
-190.285366,6,1988.680261
47.150305,149,1988.817265
46.465914,149,1989.563259
46.780466,149,1990.302272
47.112858,149,1991.061262
47.132933,149,1991.792262
45.371979,149,1992.52627
46.321427,149,1993.286225
46.888792,149,1994.050271
46.489757,149,1994.896263
45.464132,149,1995.668274
47.137759,149,1996.440269
48.571893,149,1997.214266
46.529785,149,1997.980268
-192.925044,4,1998.639266
47.045264,149,1998.768282
47.929811,149,1999.526268
46.179254,149,2000.300268
48.440089,149,2001.073273
46.320366,149,2001.868231
47.362981,149,2002.610279
45.52567,149,2003.442274
46.28044,149,2004.192274
46.864592,149,2004.996255
46.834287,149,2005.798238
48.150121,149,2006.553274
47.076572,149,2007.314277
47.582444,149,2008.057285
46.396348,149,2008.860279
46.904539,149,2009.65524
47.888877,149,2010.394278
46.464021,149,2011.140278
46.8529,149,2011.87228
47.985696,149,2012.673286
47.692715,149,2013.439285
46.386267,149,2014.184214
45.920173,149,2014.913281
46.786206,149,2015.677289
47.767294,149,2016.430287
46.200588,149,2017.156292
47.04164,149,2017.903303
47.30511,149,2018.75629
-53.091949,149,2019.518309
46.28067,149,2020.257291
-191.929147,5,2021.077253
46.774839,149,2021.240289
46.397929,149,2022.165298
-354.545422,149,2023.010288
-152.893855,149,2023.779299
47.506335,149,2024.520292
46.217703,149,2025.254298
47.653113,149,2026.002298
47.34479,149,2026.737304
-291.037291,7,2027.380298
45.781812,149,2027.521295
-390.110993,7,2028.187298
47.809956,149,2028.329293
46.558279,149,2029.085301
48.644638,149,2029.930302
47.575997,149,2030.706294
47.221639,149,2031.453308
45.910597,149,2032.177295
-53.113577,149,2032.954242
47.149628,149,2033.705262
47.119119,149,2034.473304
46.840037,149,2035.204241
46.203087,149,2035.9423
48.785043,149,2036.696299
46.242911,149,2037.442313
48.114758,149,2038.322302
47.011201,149,2039.052301
-191.907246,5,2039.757305
45.924103,149,2039.900302
47.851868,149,2040.717236
47.192695,149,2041.509304
46.765669,149,2042.243311
-151.038664,149,2042.989305
46.027968,149,2043.728349
46.310839,149,2044.457326
46.949689,149,2045.198335
46.299647,149,2046.032316
-191.283119,6,2046.755311
47.459466,149,2046.911311
46.150771,149,2047.660316
46.844375,149,2048.415312
46.736911,149,2049.155336
46.841967,149,2049.96331
47.46461,149,2050.813311
47.601401,149,2051.572245
46.56954,149,2052.336313
47.20762,149,2053.156318
45.909451,149,2053.970316
46.433564,149,2054.812315
47.267014,149,2055.656315
46.960901,149,2056.46526
-152.674197,149,2057.211279
46.283187,149,2057.953352
46.626008,149,2058.689354
46.791917,149,2059.431254
48.435175,149,2060.17032
47.390998,149,2060.898321
46.580113,149,2061.69533
46.24461,149,2062.538322
46.322718,149,2063.286331
48.364985,149,2064.164332
45.759751,149,2064.950349
47.469557,149,2065.724336
46.161515,149,2066.591333
47.09537,149,2067.439326
-155.489499,149,2068.224327
46.444041,149,2068.978261
-153.328531,149,2069.735261
48.854223,149,2070.470263
-92.264029,4,2071.19633
-150.7794,149,2071.328332
47.129847,149,2072.143337
46.074117,149,2072.884339
46.862826,149,2073.737266
45.787555,149,2074.575367
-92.300998,4,2075.22236
-192.032801,5,2075.24437
-191.320057,6,2075.272359
-152.003722,149,2075.414378
-52.694325,149,2076.26936
45.697111,149,2077.091322
46.428049,149,2077.811368
-191.319702,5,2078.45837
46.082073,149,2078.598363
46.275533,149,2079.475372
46.985498,149,2080.372366
46.03297,149,2081.224363
46.477501,149,2081.965365
-52.643231,149,2082.727366
46.239794,149,2083.494328
47.62457,149,2084.378369
46.315621,149,2085.146368
47.738755,149,2085.891368
45.340893,149,2086.616405
47.148679,149,2087.486371
47.429116,149,2088.392378
45.495778,149,2089.177374
46.950875,149,2090.021371
46.306308,149,2090.745307
46.353117,149,2091.487374
-391.568752,6,2092.120379
47.587751,149,2092.253373
46.435582,149,2092.989308
47.229248,149,2093.744376
47.654028,149,2094.491309
47.239939,149,2095.227384
48.228816,149,2095.975378
47.114625,149,2096.746387
47.128548,149,2097.595314
46.891854,149,2098.481382
46.140029,149,2099.300379
46.449701,149,2100.076392
46.646587,149,2100.827388
47.60209,149,2101.585382
47.705036,149,2102.363365
45.501324,149,2103.105392
46.80664,149,2103.914394
-91.055128,7,2104.616385
45.985736,149,2104.756392
46.584893,149,2105.494396
48.826737,149,2106.259386
46.558936,149,2107.045385
46.38211,149,2107.776351
47.044502,149,2108.527401
46.80258,149,2109.24743
-253.369828,149,2110.007322
46.371124,149,2110.750422
46.898703,149,2111.462398
46.494851,149,2112.2014
47.220373,149,2112.968396
46.771656,149,2113.774394
46.596229,149,2114.546327
46.93354,149,2115.281402
47.071852,149,2116.034418
47.879768,149,2116.751406
48.287679,149,2117.530398
46.207925,149,2118.288398
47.097601,149,2119.052396
46.620272,149,2119.830397
47.099135,149,2120.555399
46.805841,149,2121.331406
-191.683851,5,2121.974407
46.836694,149,2122.105409
46.909707,149,2122.838406
47.254849,149,2123.575407
48.043749,149,2124.3444
-191.622791,5,2124.987405
47.24202,149,2125.115413
46.831365,149,2125.836413
48.372986,149,2126.591409
47.461068,149,2127.331406
46.612108,149,2128.131412
-53.635841,149,2128.867416
45.92947,149,2129.589415
46.959184,149,2130.340416
46.854366,149,2131.076409
46.221073,149,2131.824417
47.549525,149,2132.557428
-52.785344,149,2133.287407
45.887302,149,2134.050454
-151.803082,149,2134.903424
46.592376,149,2135.688412
46.325256,149,2136.440443
46.753866,149,2137.186391
46.598881,149,2138.065425
47.98598,149,2138.835417
46.360355,149,2139.61542
47.401696,149,2140.492418
46.173099,149,2141.30938
48.300992,149,2142.082417
47.43545,149,2142.831421
46.472328,149,2143.696418
47.659232,149,2144.443383
46.900047,149,2145.399422
47.417563,149,2146.271425
46.583044,149,2147.079363
46.673016,149,2147.819425
48.476903,149,2148.653423
47.188421,149,2149.386428
-292.698455,4,2150.02939
45.74639,149,2150.157427
45.767867,149,2150.894433
47.513298,149,2151.780427
46.023002,149,2152.720439
45.638937,149,2153.625429
47.449276,149,2154.538429
47.017998,149,2155.34143
47.108449,149,2156.102439
46.652811,149,2156.839433
46.460231,149,2157.614434
46.87415,149,2158.461432
-53.570845,149,2159.28944
46.721804,149,2160.03144
46.4936,149,2160.807434
47.239733,149,2161.667377
47.025337,149,2162.460443
-191.93391,5,2163.140436
46.902535,149,2163.283451
47.397847,149,2164.130441
47.786482,149,2164.975483
46.884021,149,2165.692371
-192.777339,4,2166.350452
47.761727,149,2166.484441
47.480119,149,2167.34938
46.832347,149,2168.126441
46.430736,149,2169.046442
47.146568,149,2169.911375
47.052625,149,2170.644374
46.60866,149,2171.430448
46.327787,149,2172.287447
47.500505,149,2173.122448
-52.658529,149,2173.976377
45.650705,149,2174.926455
47.027963,149,2175.723446
-354.662747,149,2176.516446
46.883167,149,2177.37439
47.149311,149,2178.232391
46.442689,149,2179.040455
47.020786,149,2179.788393
46.363813,149,2180.587456
45.949227,149,2181.397452
-151.44698,149,2182.153385
45.520885,149,2182.998386
-251.765696,149,2183.797456
48.117145,149,2184.61239
47.236052,149,2185.412387
46.816856,149,2186.148388
47.348033,149,2186.925419
45.867061,149,2187.695444
46.999268,149,2188.482402
46.634242,149,2189.279464
46.499123,149,2190.12346
46.747126,149,2190.987464
-191.484974,5,2191.66446
47.490048,149,2191.795393
-191.658481,5,2192.446404
46.72873,149,2192.583464
46.47002,149,2193.401463
46.544016,149,2194.241463
46.532201,149,2195.027463
46.70497,149,2195.779464
46.133238,149,2196.552469
47.516317,149,2197.428405
45.781811,149,2198.283472
47.518192,149,2199.089473
-152.694081,149,2199.891479
47.242458,149,2200.692477
47.162924,149,2201.475475
46.026767,149,2202.212468
47.661249,149,2203.081412
46.911902,149,2203.838489
47.642875,149,2204.68851
47.261408,149,2205.490475
46.659426,149,2206.292421
-192.485685,4,2206.949479
46.449871,149,2207.082476
46.648189,149,2207.968483
46.908675,149,2208.765475
47.601681,149,2209.610484
46.763477,149,2210.401491
48.09832,149,2211.183482
47.566289,149,2211.953516
47.454984,149,2212.677487
46.957062,149,2213.443487
47.79705,149,2214.221481
46.352278,149,2215.085487
46.095261,149,2215.870491
47.145732,149,2216.622481
48.21921,149,2217.53651
46.791057,149,2218.315449
45.951434,149,2219.186483
47.458703,149,2219.974487
47.477999,149,2220.757497
48.424346,149,2221.520449
47.100882,149,2222.313489
47.35522,149,2223.132501
47.543307,149,2223.917494
47.95988,149,2224.760495
46.127366,149,2225.559534
47.330765,149,2226.366592
46.391014,149,2227.169491
-93.413805,3,2227.866503
46.169291,149,2227.995501
-292.052361,5,2228.659491
-390.85039,7,2228.688503
48.084074,149,2228.829492
47.361246,149,2229.633492
46.043176,149,2230.430502
-152.951473,149,2231.188503
46.010228,149,2231.9495
46.6037,149,2232.692495
46.532308,149,2233.5185
46.817056,149,2234.240517
46.484504,149,2234.999511
46.239039,149,2235.805505
46.310752,149,2236.546507
46.948026,149,2237.372512
47.540442,149,2238.183518
46.811421,149,2239.103507
46.453821,149,2239.895512
47.329953,149,2240.64851
47.266404,149,2241.382502
46.358701,149,2242.142506
46.58219,149,2242.875509
46.889963,149,2243.654509
47.547107,149,2244.398446
46.40985,149,2245.149509
46.907577,149,2246.023531
46.922875,149,2246.824471
46.492406,149,2247.607442
46.505333,149,2248.457521
46.6743,149,2249.374509
45.792505,149,2250.100519
-151.896728,149,2250.869519
47.731609,149,2251.626513
-54.879507,149,2252.346517
47.107748,149,2253.100514
46.645604,149,2253.888517
46.532703,149,2254.694516
46.903426,149,2255.466516
46.48075,149,2256.42452
-151.727044,149,2257.334525
46.990601,149,2258.204521
46.260533,149,2258.966483
46.466904,149,2259.716486
47.588857,149,2260.467532
47.379473,149,2261.290535
48.161341,149,2262.233531
48.127079,149,2263.08353
47.456967,149,2263.849519
46.568985,149,2264.685529
46.333755,149,2265.609535
45.9815,149,2266.468458
46.314981,149,2267.216535
46.777582,149,2268.017534
47.948658,149,2268.813535
45.931035,149,2269.568541
47.225562,149,2270.30554
46.439616,149,2271.040539
47.319159,149,2271.847542
46.522609,149,2272.776474
46.229503,149,2273.575548
46.844444,149,2274.325539
47.289077,149,2275.053532
47.590234,149,2275.807542
47.073708,149,2276.554467
46.116053,149,2277.286541
47.499524,149,2278.055501
46.827991,149,2278.81554
47.308096,149,2279.614565
48.112665,149,2280.344502
46.943611,149,2281.104546
46.864662,149,2281.893479
46.201605,149,2282.641559
46.791405,149,2283.426539
46.995114,149,2284.301545
48.073605,149,2285.039543
46.370517,149,2285.863541
45.834211,149,2286.780476
46.896844,149,2287.520506
46.837311,149,2288.427545
-52.081149,149,2289.288549
46.856401,149,2290.039582
46.517233,149,2290.802509
47.186378,149,2291.557557
46.955573,149,2292.389508
46.848026,149,2293.185513
47.253856,149,2293.961482
46.867544,149,2294.744551
47.907851,149,2295.52758
46.125526,149,2296.259551
46.187781,149,2297.095559
-152.86892,149,2297.967484
47.053898,149,2298.74256
47.940862,149,2299.603553
46.930519,149,2300.445558
45.410713,149,2301.179556
47.549815,149,2301.998569
47.371191,149,2302.91557
46.203111,149,2303.692565
-291.948291,4,2304.448557
46.953787,149,2304.600561
47.085742,149,2305.504611
-154.749337,149,2306.232567
45.815803,149,2306.999599
46.712991,149,2307.7446
47.396331,149,2308.512595
-191.386751,6,2309.150563
46.517903,149,2309.302586
46.914258,149,2310.057561
46.657053,149,2310.990532
46.079257,149,2311.888527
47.403054,149,2312.654507
47.261569,149,2313.436765
46.308187,149,2314.159763
46.784457,149,2314.916765
46.411851,149,2315.679778
48.383936,149,2316.420775
45.952843,149,2317.178775
46.747244,149,2317.929773
47.777647,149,2318.685735
46.105531,149,2319.465768
47.051284,149,2320.19576
45.681022,149,2320.959768
46.863361,149,2321.720769
47.248465,149,2322.434777
45.967407,149,2323.198775
46.791386,149,2323.934775
46.955436,149,2324.684772
47.227113,149,2325.428806
45.646356,149,2326.162783
47.166749,149,2326.93679
46.854467,149,2327.680785
48.187439,149,2328.449783
47.769787,149,2329.182759
48.247381,149,2329.935751
-191.972218,5,2330.582814
46.091198,149,2330.710783
-52.390409,149,2331.439796
45.854715,149,2332.190778
45.85661,149,2332.952759
45.764958,149,2333.757796
47.728482,149,2334.519823
48.403015,149,2335.250782
-151.986313,149,2336.011802
46.839665,149,2336.754756
48.749779,149,2337.491794
47.039972,149,2338.255794
46.715518,149,2339.053785
47.078576,149,2339.859796
47.624562,149,2340.764722
46.472611,149,2341.49679
46.759418,149,2342.332798
47.716444,149,2343.222795
-291.399004,6,2343.881797
45.912731,149,2344.014793
45.99944,149,2344.772806
47.844656,149,2345.492799
46.398616,149,2346.252825
47.077843,149,2347.007802
46.115091,149,2347.736804
46.064907,149,2348.518795
46.648484,149,2349.280795
48.275954,149,2350.049798
46.548373,149,2350.825794
46.550204,149,2351.555796
46.299504,149,2352.318809
46.645864,149,2353.060862
45.650184,149,2353.823808
46.414768,149,2354.557733
46.953272,149,2355.29181
48.215012,149,2356.045809
47.561677,149,2356.76581
45.829414,149,2357.539809
46.830424,149,2358.291801
46.694988,149,2359.04982
45.815625,149,2359.807804
46.424205,149,2360.537805
46.718752,149,2361.322812
47.623078,149,2362.074807
47.714348,149,2362.849806
47.058237,149,2363.612808
-152.970769,149,2364.362808
46.044675,149,2365.112813
47.707889,149,2365.860849
47.048244,149,2366.591818
45.64259,149,2367.343814
47.479588,149,2368.071812
47.787495,149,2368.863813
47.205585,149,2369.598782
45.836852,149,2370.348746
46.905831,149,2371.097821
46.807683,149,2371.831814
47.464669,149,2372.618831
-191.905661,5,2373.258756
45.81016,149,2373.396825
47.474462,149,2374.14383
46.773868,149,2375.068817
46.767905,149,2375.938758
47.789448,149,2376.867828
48.881734,149,2377.710833
-192.262684,5,2378.461833
47.701523,149,2378.606836
45.743966,149,2379.458827
46.206353,149,2380.430826
46.682563,149,2381.380855
47.729944,149,2382.331757
-252.181282,149,2383.280839
47.517749,149,2384.102765
46.757791,149,2384.839857
46.947646,149,2385.603844
-290.759744,6,2386.252827
47.882884,149,2386.389839
-191.646173,6,2387.094826
48.940074,149,2387.261794
46.819598,149,2388.157832
45.816893,149,2388.980837
46.764307,149,2389.882863
47.730563,149,2390.821837
-291.548632,6,2391.580796
47.060792,149,2391.714853
48.178382,149,2392.475765
47.578128,149,2393.417841
47.432824,149,2394.218841
46.449835,149,2394.957835
47.509672,149,2395.747838
46.122705,149,2396.668845
46.806979,149,2397.597777
46.288671,149,2398.436802
46.338644,149,2399.290837
47.765432,149,2400.203848
46.713778,149,2401.055841
46.323596,149,2401.88485
46.978587,149,2402.702847
46.841046,149,2403.548842
46.963698,149,2404.316877
46.445919,149,2405.163852
47.118173,149,2406.061867
45.929018,149,2406.851845
-53.383547,149,2407.760854
47.157912,149,2408.681853
45.698829,149,2409.551856
46.566057,149,2410.305859
48.300992,149,2411.085858
-52.78884,149,2412.06885
46.859897,149,2412.816841
46.475554,149,2413.727854
45.635665,149,2414.478849
46.871456,149,2415.339852
-92.232492,4,2416.006853
47.873922,149,2416.131853
47.504115,149,2417.031854
48.000948,149,2417.784864
46.723618,149,2418.6179
45.894448,149,2419.382859
46.673797,149,2420.238863
46.906529,149,2421.096858
46.987242,149,2422.048823
-93.507473,3,2422.700859
47.118746,149,2422.822857
47.975604,149,2423.650792
47.494737,149,2424.647632
-93.748962,3,2425.42259
47.22656,149,2425.554634
45.874502,149,2426.382643
-154.169129,149,2427.205628
-152.437447,149,2428.003591
46.346722,149,2428.832633
46.256591,149,2429.63563
46.521074,149,2430.553675
46.670086,149,2431.382648
47.028671,149,2432.169639
46.874763,149,2433.102638
46.047334,149,2433.937641
46.665902,149,2434.730634
46.923657,149,2435.537658
46.456861,149,2436.327675
-154.288283,149,2437.108652
47.356963,149,2437.928637
46.399725,149,2438.705642
46.44016,149,2439.51264
46.939873,149,2440.31665
48.707495,149,2441.092607
46.628498,149,2441.844648
46.825368,149,2442.594658
47.622395,149,2443.368647
47.921384,149,2444.171652
48.05185,149,2445.042652
46.567604,149,2445.82865
48.232708,149,2446.715621
46.396487,149,2447.571654
47.829505,149,2448.33365
45.765902,149,2449.096657
46.95575,149,2449.850664
47.088242,149,2450.612659
46.814297,149,2451.35563
46.466048,149,2452.146659
-291.234578,6,2452.929659
47.189649,149,2453.070657
46.785874,149,2454.008651
46.645488,149,2454.816656
46.632915,149,2455.584654
48.543001,149,2456.32466
47.843656,149,2457.097652
46.703224,149,2457.849664
46.156961,149,2458.647656
46.70469,149,2459.42566
47.282146,149,2460.157619
46.614699,149,2460.977663
46.885581,149,2461.725658
47.142309,149,2462.582592
47.733763,149,2463.450684
46.448193,149,2464.204664
46.290046,149,2465.056676
47.485125,149,2465.863661
46.808966,149,2466.611686
-192.13864,4,2467.269663
46.634182,149,2467.406678
47.065694,149,2468.176627
46.533886,149,2468.943664
46.062922,149,2469.681638
45.97864,149,2470.471684
46.471613,149,2471.219679
47.089534,149,2472.022673
46.476026,149,2472.790683
48.6034,149,2473.592687
46.436572,149,2474.365613
-92.349401,4,2475.050685
47.322052,149,2475.183674
46.968993,149,2475.990642
-153.470873,149,2476.794684
45.448468,149,2477.659639
47.726756,149,2478.567675
47.216547,149,2479.376678
45.895524,149,2480.188679
46.949834,149,2481.053677
46.264194,149,2481.808652
47.931037,149,2482.572675
48.78905,149,2483.383684
47.031013,149,2484.175679
48.212103,149,2484.991685
48.070991,149,2485.731721
46.974685,149,2486.593686
47.071711,149,2487.414685
46.708377,149,2488.189682
45.726765,149,2488.971663
46.008239,149,2489.757662
46.81052,149,2490.555663
46.654215,149,2491.369671
46.306499,149,2492.181671
46.281093,149,2492.973672
46.366873,149,2493.822665
