#{"t_start": 1694684980.9117434, "env_id": null}
r,l,t
160.854234,149,3093.201651
159.706334,149,3093.873676
-368.748433,149,3094.52565
157.953033,149,3095.277663
159.451996,149,3095.95366
161.362592,149,3096.642663
57.110934,149,3097.288653
162.630693,149,3097.951654
157.112609,149,3098.603654
169.957829,149,3099.266664
157.286243,149,3099.936675
172.32806,149,3100.614667
157.818686,149,3101.271683
158.654344,149,3101.938684
151.870947,149,3102.591685
153.622772,149,3103.312657
176.777234,149,3103.97469
172.510677,149,3104.660657
164.673457,149,3105.542668
176.47737,149,3106.408661
171.774144,149,3107.183668
162.495094,149,3107.972667
161.281242,149,3108.780666
165.73509,149,3109.577667
174.461277,149,3110.327662
175.850478,149,3111.185663
189.953597,149,3112.10767
-32.327116,149,3113.061678
151.474307,149,3113.983599
173.914844,149,3114.90967
162.501942,149,3115.847667
170.257386,149,3116.64767
185.671833,149,3117.401672
172.044104,149,3118.18668
165.541064,149,3119.015684
171.608272,149,3119.80767
163.614127,149,3120.67768
174.05818,149,3121.563681
169.162393,149,3122.49368
154.098464,149,3123.344674
156.461991,149,3124.234676
175.578366,149,3125.066649
190.452347,149,3125.849683
175.97532,149,3126.631678
169.972701,149,3127.397696
167.418774,149,3128.172685
163.599475,149,3128.946684
158.425962,149,3129.875679
168.003874,149,3130.832682
173.687554,149,3131.76969
172.933096,149,3132.675685
168.250271,149,3133.623686
179.333293,149,3134.464696
168.801795,149,3135.220685
168.308864,149,3136.025694
161.459629,149,3136.809693
166.619254,149,3137.564726
-632.958117,149,3138.340698
165.539521,149,3139.247699
158.399083,149,3140.221691
144.858253,133,3141.120703
164.166363,149,3141.947698
174.011944,149,3142.859778
168.891345,149,3143.73778
162.773314,149,3144.490781
164.065349,149,3145.252774
166.211015,149,3146.017781
156.540949,149,3146.792775
159.816854,149,3147.584783
167.7557,149,3148.453776
170.392677,149,3149.404785
160.766265,149,3150.361961
155.573991,149,3151.279956
152.281978,149,3152.186959
154.009153,149,3153.089959
163.150088,149,3153.939956
-66.791619,10,3154.637959
161.382827,149,3154.785965
159.38533,149,3155.543956
155.59296,149,3156.313964
163.508158,149,3157.118979
154.170801,149,3157.949957
162.114765,149,3158.814962
170.023781,149,3159.743981
150.305202,149,3160.70396
160.441941,149,3161.611961
161.52944,149,3162.416953
159.432312,149,3163.211967
137.210551,149,3163.998995
163.276713,149,3164.769964
160.888715,149,3165.52097
156.385117,149,3166.338003
158.094917,149,3167.237974
161.857643,149,3168.200968
157.937901,149,3169.141968
170.695868,149,3170.105979
161.784013,149,3171.058978
159.403193,149,3171.870971
155.015827,149,3172.689904
160.567811,149,3173.47198
158.358838,149,3174.254978
146.410714,149,3175.029976
145.899635,149,3175.822983
178.234349,149,3176.742908
166.190674,149,3177.626974
158.636769,149,3178.52498
159.554566,149,3179.466128
162.045844,149,3180.395123
175.124865,149,3181.178091
166.563991,149,3181.940146
175.253941,149,3182.691063
163.719626,149,3183.467059
160.572991,149,3184.14606
160.471018,149,3184.938128
173.481461,149,3185.780123
170.71745,149,3186.676129
177.146449,149,3187.608061
154.82769,149,3188.293056
173.087016,149,3188.99114
167.791517,149,3189.682217
168.610239,149,3190.344218
168.606927,149,3191.014232
182.065227,149,3191.741141
163.569344,149,3192.536279
162.698424,149,3193.376352
157.055575,149,3194.280352
137.220833,132,3195.165362
181.11359,149,3196.011355
184.376928,149,3196.917363
188.905182,149,3197.767436
175.742765,149,3198.527358
159.920268,149,3199.302439
147.002991,138,3200.071433
158.972308,149,3200.800367
179.742545,149,3201.581367
162.819379,149,3202.402369
173.202608,149,3203.328444
176.794702,149,3204.23937
166.436721,149,3205.135363
158.653193,149,3206.010364
167.005049,148,3206.922439
162.309397,149,3207.768439
177.713105,149,3208.592446
162.060532,149,3209.328369
159.369281,149,3209.994443
164.803886,149,3210.777375
176.835293,149,3211.589368
146.379296,129,3212.457369
168.793425,149,3213.27037
145.216396,139,3214.201371
181.787045,149,3215.033373
175.179777,149,3215.956379
173.63669,149,3216.751381
170.419652,149,3217.519374
176.054203,149,3218.300382
173.133069,149,3219.059383
169.067123,149,3219.827383
175.654197,149,3220.69553
174.186135,149,3221.611515
177.80433,149,3222.546522
165.764602,149,3223.483529
178.626703,149,3224.293517
165.451541,149,3224.951523
167.271612,149,3225.607516
166.207067,149,3226.274517
187.79779,149,3226.990518
158.903036,149,3227.647544
174.870394,149,3228.32652
168.0013,149,3228.983538
182.413095,149,3229.651454
166.443394,149,3230.308525
174.115858,149,3230.969533
181.541374,149,3231.630904
173.515954,149,3232.302929
165.49028,149,3232.973911
173.54416,149,3233.646911
163.764413,149,3234.30391
182.549723,149,3234.981913
168.344078,149,3235.653913
168.762327,149,3236.326911
149.788387,127,3236.97591
133.487975,113,3237.544906
174.907561,149,3238.084929
192.657971,149,3238.803915
163.791816,149,3239.510916
184.456585,149,3240.196918
178.727402,149,3240.875916
170.907794,149,3241.549919
179.854856,149,3242.210924
157.40332,149,3242.85592
175.938964,149,3243.53384
154.283967,149,3244.232922
167.146685,149,3244.909916
164.407734,149,3245.568916
175.992894,149,3246.22992
157.812365,149,3246.897926
164.834383,149,3247.675925
177.293542,149,3248.348917
173.982176,149,3249.012926
176.447192,149,3249.679924
162.596732,149,3250.349925
155.09943,149,3251.020927
155.099589,149,3251.786917
172.19014,149,3252.726078
-73.362628,8,3253.307159
165.495826,149,3253.440154
171.306581,149,3254.154071
170.353033,149,3254.853152
170.076484,149,3255.526148
-141.482317,149,3256.235152
166.26264,149,3256.923156
167.956555,149,3257.595152
171.841771,149,3258.279151
181.759161,149,3258.959157
170.19146,149,3259.667076
165.225918,149,3260.333157
186.083484,149,3261.008079
156.033772,149,3261.696086
172.793526,149,3262.378087
176.491319,149,3263.060265
178.542123,149,3263.756264
182.853943,149,3264.442269
171.207226,149,3265.126264
178.243297,149,3265.815269
170.753752,149,3266.488266
176.142779,149,3267.145271
166.261063,149,3267.820261
163.126846,149,3268.502267
162.962138,149,3269.183305
164.941807,149,3269.854306
-259.08098,149,3270.555381
165.218251,149,3271.2143
-170.846039,21,3271.785311
168.181892,149,3271.964301
174.537404,149,3272.624378
156.984719,149,3273.296309
162.974798,149,3273.972303
164.633043,149,3274.653303
175.892643,149,3275.342303
67.189914,149,3276.013312
185.457837,149,3276.701384
163.97848,149,3277.366305
170.450173,149,3278.052313
161.270617,149,3278.721386
175.878209,149,3279.399307
155.223623,149,3280.078308
169.620645,149,3280.761316
198.723943,149,3281.441318
160.601697,149,3282.110386
171.41901,149,3282.79131
177.257868,149,3283.472389
156.187504,149,3284.40137
165.259379,149,3285.314388
165.067487,149,3286.281392
188.233463,149,3287.089389
179.479173,149,3287.865394
158.197044,149,3288.66039
161.054592,149,3289.435389
164.803722,149,3290.232391
167.999983,149,3291.082392
73.865918,149,3292.0314
168.232492,149,3293.001404
162.687409,149,3293.964401
183.100549,149,3294.907398
174.495017,149,3295.851402
179.873594,149,3296.635397
185.596825,145,3297.384407
175.307623,146,3298.145398
167.336065,149,3298.920401
184.522775,149,3299.728409
171.396167,149,3300.580404
154.910971,138,3301.530401
172.716685,147,3302.437404
170.211274,149,3303.396405
182.208786,149,3304.228331
177.957328,149,3304.900403
173.844249,149,3305.572404
180.989683,149,3306.241408
178.979673,149,3306.91441
162.07128,149,3307.593419
176.920302,149,3308.264355
170.63364,149,3308.930355
180.702657,149,3309.603357
168.75672,149,3310.275357
172.619426,149,3311.039357
162.973456,149,3311.942358
136.997518,115,3312.856559
164.959748,149,3313.499567
166.793343,149,3314.161563
187.165914,149,3314.807572
179.989374,149,3315.46356
161.720759,149,3316.119573
162.616431,149,3316.780564
159.862795,149,3317.447539
177.510575,149,3318.187569
168.658348,149,3318.876589
168.22984,149,3319.571563
175.030952,149,3320.233564
161.77426,149,3320.930564
70.613534,149,3321.606574
168.329614,149,3322.267569
161.031216,149,3322.90959
172.217112,149,3323.578567
184.065399,149,3324.237584
167.780082,149,3324.896569
179.62563,149,3325.543571
-137.725689,149,3326.208577
156.102468,149,3326.861577
171.8422,149,3327.52658
172.338351,149,3328.184585
179.022817,149,3328.834576
172.182811,149,3329.483577
177.545162,149,3330.134577
162.224161,149,3330.783574
183.335815,149,3331.444596
171.629205,149,3332.098582
167.677856,149,3332.760582
196.299573,149,3333.417585
185.508876,149,3334.097622
175.693828,149,3334.747585
183.79152,149,3335.400579
166.94733,149,3336.056578
177.593233,149,3336.710579
188.72134,149,3337.365583
197.805375,149,3338.021595
178.961325,149,3338.666583
173.745232,149,3339.322597
178.537959,149,3339.984586
156.744601,149,3340.640592
162.450601,149,3341.289587
-43.794111,149,3341.953584
166.725455,149,3342.609592
157.331025,149,3343.269588
-41.542014,149,3343.932601
153.243983,149,3344.59359
157.173344,149,3345.35152
155.382828,149,3346.127594
171.389298,149,3346.891595
187.428318,149,3347.689596
163.65028,149,3348.566598
182.144655,149,3349.4956
163.269907,149,3350.437599
161.851964,149,3351.377566
176.655173,149,3352.301594
179.50211,149,3353.139595
189.678796,149,3353.925593
169.333363,149,3354.726638
169.680161,149,3355.409602
171.686872,149,3356.075601
168.08018,149,3356.733601
146.228089,149,3357.388599
147.054352,149,3358.050607
176.985174,149,3358.717605
159.910265,149,3359.375597
157.682218,149,3360.178616
168.693326,149,3361.065608
171.926113,149,3361.979613
160.885319,149,3362.869619
166.45324,149,3363.816602
165.459233,149,3364.601604
161.473595,149,3365.482606
159.146512,149,3366.287603
170.08876,149,3367.098616
170.538059,149,3367.916615
171.325711,149,3368.749616
192.750381,149,3369.506618
164.888327,149,3370.439615
170.46193,149,3371.369607
173.819816,149,3372.373619
168.47256,149,3373.338613
171.289544,149,3374.317624
163.940906,149,3375.198611
168.651915,149,3376.055617
178.860685,149,3376.847622
158.756857,149,3377.640615
-32.745935,149,3378.424631
166.542333,149,3379.243619
168.728779,149,3380.150624
160.824034,149,3381.175631
175.185706,149,3382.142627
181.756989,149,3383.08762
160.976724,149,3384.051656
156.728945,149,3384.928629
173.872326,149,3385.755626
169.406226,149,3386.598622
159.461853,149,3387.381587
165.39265,149,3388.078626
173.450577,149,3388.773626
165.367559,149,3389.525634
170.233482,149,3390.287835
157.063281,149,3391.052838
174.385062,149,3391.814842
173.360939,149,3392.618841
171.782187,149,3393.477842
151.998655,149,3394.398854
185.963705,149,3395.26793
167.789934,149,3396.205927
170.705692,149,3397.115931
173.987516,149,3397.972932
164.073981,149,3398.759933
174.421621,149,3399.535929
182.487519,149,3400.319934
158.538661,149,3401.089927
161.564994,149,3401.857932
170.492013,149,3402.756897
181.755202,149,3403.686855
174.966978,149,3404.599855
165.237059,149,3405.517856
158.029717,149,3406.400933
166.600941,149,3407.284858
169.358156,149,3408.087858
180.122114,149,3408.879859
171.373428,149,3409.65186
171.50535,149,3410.43886
173.882867,149,3411.254071
146.328673,149,3412.168071
172.786432,149,3413.110069
164.451114,149,3414.060076
179.797526,149,3415.01307
180.498985,149,3415.953091
171.910661,149,3416.805081
161.725081,149,3417.583082
-251.66402,149,3418.359075
183.642595,149,3419.133075
181.876235,149,3419.934091
159.56425,149,3420.666083
177.261725,149,3421.515087
180.400592,149,3422.356085
164.582672,149,3423.121078
178.320132,149,3424.025082
181.011995,149,3424.815089
175.234147,149,3425.621089
166.232361,149,3426.379044
62.607914,149,3427.167091
167.815398,149,3427.950091
171.207903,149,3428.776089
158.195076,149,3429.556092
173.013691,149,3430.464087
157.669414,149,3431.423095
171.465745,149,3432.329087
183.731238,149,3433.227087
179.244458,149,3434.163094
171.050704,149,3434.999099
152.045236,149,3435.796094
160.058969,149,3436.594093
181.376717,149,3437.372099
175.853821,149,3438.123092
168.208721,149,3438.872103
187.557779,149,3439.744057
163.791277,149,3440.601094
159.920047,149,3441.485108
168.165492,149,3442.420099
155.290964,149,3443.372098
172.77619,149,3444.194131
161.489358,149,3444.952102
162.999913,149,3445.718099
174.922815,149,3446.483107
156.292787,149,3447.270108
179.635682,149,3448.091102
171.996042,149,3448.860095
169.526216,149,3449.717101
183.403634,149,3450.572142
194.594737,149,3451.505116
173.878844,149,3452.41011
173.931983,149,3453.165106
171.082732,149,3453.854108
165.182158,149,3454.500106
173.874406,149,3455.154112
170.201437,149,3455.820112
164.585286,149,3456.473112
168.295813,149,3457.132107
156.605996,149,3457.992114
165.30629,149,3458.876108
154.889085,149,3459.753126
153.094582,149,3460.627128
157.217209,149,3461.425116
160.926593,149,3462.236125
175.163516,149,3463.035126
163.006403,149,3463.773118
171.241972,149,3464.460121
181.372291,149,3465.12112
150.159655,149,3465.775125
182.457437,149,3466.433156
160.048287,149,3467.092129
170.611451,149,3467.810122
166.134563,149,3468.480121
171.791092,149,3469.142129
170.657893,149,3469.817127
178.650346,149,3470.480085
184.777364,149,3471.142131
155.50063,149,3471.804131
155.102911,149,3472.465125
192.047161,149,3473.164124
166.944186,149,3473.838132
167.938473,149,3474.494133
157.385706,149,3475.167128
154.713933,149,3475.836153
163.069643,149,3476.500137
171.717565,149,3477.176129
170.348202,149,3477.837128
172.789991,149,3478.500129
157.399055,145,3479.159136
154.114971,149,3479.802132
184.006142,149,3480.455133
156.355723,149,3481.131132
172.10164,149,3481.784141
181.309907,149,3482.429157
179.440586,149,3483.089128
161.909514,149,3483.758144
181.187112,149,3484.412134
154.303643,149,3485.09814
166.749488,149,3485.767142
180.572648,149,3486.428145
156.619189,149,3487.094144
163.903896,149,3487.782137
182.378108,149,3488.493141
178.952055,149,3489.161143
162.272842,149,3489.863138
166.856074,149,3490.571158
173.525137,149,3491.244144
174.283621,149,3491.924144
56.181271,149,3492.612138
180.480984,149,3493.307146
181.472973,149,3493.959148
181.822216,149,3494.646141
183.169381,149,3495.30415
170.915083,149,3495.993156
176.303805,149,3496.651145
181.323089,149,3497.333151
176.461847,149,3497.980145
159.315742,149,3498.652143
178.132265,149,3499.324144
-57.62836,12,3499.906146
159.291061,149,3500.053153
161.252075,149,3500.715154
174.455277,149,3501.399169
164.228358,149,3502.092109
66.915524,149,3502.779151
169.231484,149,3503.440147
187.435457,149,3504.101147
169.785315,149,3504.779158
163.440409,149,3505.437158
178.170161,149,3506.10216
160.284706,143,3506.779152
176.789772,149,3507.432151
187.063347,149,3508.090161
173.843867,149,3508.772153
166.657822,149,3509.449195
169.992008,149,3510.124155
178.657759,149,3510.792151
187.417757,149,3511.448155
156.952963,149,3512.123167
178.200516,149,3512.815156
160.791148,149,3513.465163
161.327753,149,3514.146165
159.253667,149,3514.826185
166.21584,149,3515.518165
162.125643,149,3516.193158
171.453308,149,3516.943168
159.728211,149,3517.624161
168.337027,149,3518.333169
166.538736,149,3518.99917
162.178349,149,3519.701164
161.315514,149,3520.366146
177.656162,149,3521.030161
168.074761,149,3521.696178
160.362221,149,3522.364171
174.325496,149,3523.048164
161.195481,149,3523.748099
182.32306,149,3524.511175
163.074937,149,3525.306168
163.455863,149,3526.129173
177.315637,149,3527.071211
163.813038,149,3528.075169
168.428681,149,3528.971169
168.271312,149,3529.899183
75.201642,149,3530.841171
170.096865,149,3531.655188
175.580217,149,3532.430183
73.617694,149,3533.240183
172.04112,149,3533.989179
171.746533,149,3534.756211
165.988435,149,3535.549186
163.600379,149,3536.449176
181.114191,149,3537.306191
173.404415,149,3538.205184
172.974744,149,3539.145178
175.928838,149,3540.051186
153.237706,149,3540.867187
173.361443,149,3541.63019
169.778485,149,3542.400181
174.4677,149,3543.18619
181.744217,149,3543.987188
177.109256,149,3544.795183
63.466062,142,3545.527188
176.465046,149,3546.389186
173.88955,149,3547.272188
175.61853,149,3548.191196
157.055306,149,3549.128187
170.559816,149,3549.913195
182.256244,149,3550.708197
154.046021,149,3551.493212
60.282565,149,3552.28319
177.484807,149,3553.059191
174.346149,149,3553.803205
172.100102,149,3554.510192
181.484142,149,3555.189202
163.291085,149,3555.849194
-81.131471,149,3556.504204
163.808288,149,3557.150193
157.359726,149,3557.872203
163.808162,149,3558.581198
172.505581,149,3559.261196
168.11914,149,3559.909203
168.421484,149,3560.567207
176.864045,149,3561.217222
165.627239,149,3561.879201
169.974629,149,3562.521198
180.348913,149,3563.180207
174.110748,149,3563.838209
190.339866,149,3564.496209
158.12588,149,3565.138204
192.481315,149,3565.797212
180.287964,149,3566.449212
174.904837,149,3567.208212
162.10727,149,3567.938137
167.819714,149,3568.652206
180.109588,149,3569.36321
161.62736,149,3570.05524
173.108419,149,3570.719178
182.068422,149,3571.382207
189.037235,149,3572.038208
173.222742,149,3572.723246
166.307522,149,3573.408245
169.061178,149,3574.154207
166.374402,149,3574.820187
169.78228,149,3575.494213
172.204912,149,3576.15422
192.496463,149,3576.887212
181.89029,149,3577.678215
172.04874,149,3578.366222
173.672155,149,3579.043216
171.236761,149,3579.718214
188.260162,149,3580.38723
163.91061,149,3581.097265
175.236841,149,3581.853263
167.791289,149,3582.508264
173.287127,149,3583.215264
159.356399,149,3583.895266
136.49355,111,3584.599269
178.05901,149,3585.123265
157.536854,149,3585.870267
158.285799,149,3586.553274
175.391215,149,3587.227268
188.305763,149,3587.971268
54.117303,149,3588.77927
164.315976,149,3589.558276
172.984804,149,3590.234277
166.030402,149,3590.91727
182.969004,149,3591.588272
193.742615,149,3592.259274
-150.218756,149,3592.922272
169.884369,149,3593.594273
162.711415,149,3594.257274
176.139843,149,3594.932281
160.422302,149,3595.596438
180.216634,149,3596.265446
190.185308,149,3596.937376
201.606507,149,3597.660444
178.858609,149,3598.407378
176.287175,149,3599.170445
174.243189,149,3599.930414
175.229072,149,3600.797447
184.460141,149,3601.49645
170.821893,149,3602.17245
177.510218,149,3602.84046
174.708919,149,3603.519374
176.560625,149,3604.186452
174.660452,149,3604.840383
174.630948,149,3605.556446
168.411059,149,3606.235451
173.691142,149,3606.911456
170.578583,149,3607.565455
75.892545,149,3608.230453
183.260467,149,3608.901455
162.59456,149,3609.551455
186.505398,149,3610.23038
188.198099,149,3611.071456
175.719944,149,3611.953456
170.62821,149,3612.744458
176.860909,149,3613.496468
-22.801258,149,3614.174391
186.361111,149,3614.851459
184.892418,149,3615.506459
-47.490367,15,3616.102422
170.026572,149,3616.260461
180.466832,149,3616.943393
176.645186,146,3617.617464
180.409781,149,3618.291398
-40.862673,149,3618.965422
179.95546,149,3619.640465
182.192447,149,3620.313464
185.119834,149,3620.980396
-29.873702,149,3621.657466
172.225323,149,3622.331467
148.855413,137,3622.975393
158.289279,149,3623.616473
175.607658,149,3624.297468
75.757554,149,3624.9644
182.457278,149,3625.645475
181.263837,149,3626.314471
169.675771,149,3626.988483
182.041796,149,3627.661473
175.980658,149,3628.343478
179.687509,149,3629.017472
156.703075,149,3629.70148
175.973923,149,3630.375483
159.156297,149,3631.049562
187.335586,149,3631.729568
180.151732,149,3632.403564
170.260469,149,3633.080572
175.920169,149,3633.752571
193.238312,149,3634.42069
179.482604,149,3635.092693
-367.302393,17,3635.678622
159.294042,149,3635.844622
185.199833,149,3636.521623
177.757797,149,3637.193624
168.191859,149,3637.881625
164.427319,149,3638.559626
174.621856,149,3639.245693
67.289353,149,3639.938627
189.963938,149,3640.613626
174.906887,149,3641.274707
-148.167848,15,3641.865695
176.245005,149,3642.024689
166.602806,149,3642.676696
166.053118,149,3643.347697
170.25405,149,3644.031699
161.26567,149,3644.79371
122.125966,95,3645.552711
138.247448,149,3646.120699
191.828382,149,3647.090707
177.474561,149,3647.822703
155.119802,149,3648.59971
161.504559,149,3649.442702
173.61641,149,3650.290706
183.453035,149,3651.012711
170.985098,149,3651.763637
173.097224,139,3652.652705
160.445281,146,3653.277709
168.318734,139,3653.924706
173.491893,147,3654.552717
169.96436,148,3655.21571
180.736901,149,3655.885709
166.98057,149,3656.554708
163.743741,149,3657.22471
181.868423,149,3657.878709
172.244368,149,3658.534717
172.532161,149,3659.314721
163.421546,149,3660.109718
184.334933,149,3660.91171
180.399336,149,3661.601718
163.804688,149,3662.278714
165.245371,149,3662.958721
171.859809,149,3663.868675
31.171446,149,3664.818721
134.851724,120,3665.707722
172.887317,149,3666.296716
190.760616,149,3667.137716
191.597342,149,3667.903717
168.516922,149,3668.681719
169.04265,149,3669.463718
166.073379,149,3670.165667
171.528519,146,3670.92372
163.457483,149,3671.835725
161.301394,149,3672.769723
167.243617,149,3673.72873
156.500306,149,3674.728723
165.081356,149,3675.71873
168.972123,147,3676.569854
122.897576,96,3677.319861
184.654577,143,3677.880862
155.797492,141,3678.614857
173.659056,149,3679.343865
160.548915,149,3680.135865
184.759618,149,3681.038863
136.092395,147,3681.979875
152.316068,149,3682.92687
170.524646,149,3683.881874
166.036728,149,3684.801862
177.563653,149,3685.667867
171.557328,149,3686.449873
173.851575,149,3687.223105
-149.8484,149,3687.954097
155.13774,138,3688.627101
179.704777,149,3689.339099
149.19725,149,3690.195099
171.620526,149,3691.113113
166.742942,149,3692.062102
173.961113,147,3693.006104
172.471601,149,3693.956104
175.052298,149,3694.771108
179.244035,149,3695.554036
172.446403,149,3696.351113
156.768109,149,3697.109112
153.558981,131,3697.889031
182.385058,149,3698.622032
142.796292,138,3699.413033
183.80825,149,3700.164054
169.064417,149,3700.978034
160.677584,149,3701.771041
165.60434,149,3702.654042
163.915084,149,3703.421108
175.595707,149,3704.102118
161.017729,149,3704.776122
172.650804,149,3705.447111
177.799916,149,3706.108117
133.263886,102,3706.747253
178.439424,149,3707.24926
171.591794,149,3707.914256
177.492649,149,3708.611257
186.793203,149,3709.283264
188.363734,149,3709.956259
155.545673,134,3710.61026
170.589593,149,3711.223264
157.106926,149,3711.873271
191.073798,149,3712.543272
192.994095,149,3713.236253
172.570792,149,3714.026264
180.924948,149,3714.696185
173.326958,149,3715.376265
182.736499,149,3716.068272
181.483164,149,3716.734267
156.734636,149,3717.426266
-51.023504,13,3717.997262
171.716375,144,3718.151262
181.028198,149,3718.813257
175.286595,149,3719.509264
167.705042,149,3720.177268
160.009874,149,3720.847268
165.50245,149,3721.519269
163.013799,149,3722.174269
157.492249,149,3722.848269
180.83689,149,3723.512269
157.539958,143,3724.17827
179.039886,149,3724.808277
160.57924,149,3725.494292
171.244024,149,3726.193274
167.054341,149,3726.87127
174.160419,149,3727.540279
171.931876,149,3728.229276
166.59936,149,3728.909282
156.164641,145,3729.592303
165.55945,149,3730.251279
170.859017,149,3730.916278
186.352355,149,3731.576277
173.842734,149,3732.259281
176.637757,149,3732.94028
167.358444,149,3733.613276
172.941552,149,3734.281282
173.274565,149,3734.973279
172.424616,149,3735.643277
167.383397,149,3736.329223
166.514109,149,3737.016232
-76.333052,7,3737.602224
171.130179,149,3737.729227
164.698619,149,3738.412226
179.143376,149,3739.097227
165.42792,149,3739.786226
146.307115,149,3740.433227
-150.104019,149,3741.116229
184.181721,149,3741.788228
152.964184,149,3742.468229
202.864133,149,3743.149229
171.216447,149,3743.82323
182.994527,149,3744.511231
169.674279,149,3745.203231
150.176654,149,3745.878231
158.294169,149,3746.568233
170.068447,149,3747.240233
158.273195,149,3747.891233
164.003072,149,3748.568234
164.886524,149,3749.239243
174.727089,149,3749.918235
190.863614,149,3750.608238
165.691661,149,3751.301237
169.678948,149,3751.990293
194.624793,149,3752.679292
182.841813,149,3753.360294
161.8117,149,3754.053361
159.175719,138,3754.729362
171.483185,149,3755.369287
181.419542,149,3756.047296
156.528779,149,3756.728289
181.806652,149,3757.410366
151.840644,126,3758.08329
170.802906,149,3758.678366
173.108665,149,3759.362298
171.695753,149,3760.051299
180.906513,149,3760.734368
183.187589,149,3761.410336
187.200842,149,3762.0673
-72.175182,149,3762.747301
184.460101,149,3763.425373
150.988241,149,3764.211369
169.57134,149,3765.004372
157.540639,142,3765.787378
153.12002,149,3766.578377
122.686022,95,3767.334374
173.663849,149,3767.962326
174.321407,149,3768.886395
164.659386,149,3769.875374
184.111836,149,3770.851379
149.764652,149,3771.847384
157.869643,149,3772.699378
159.106364,149,3773.508377
163.23692,149,3774.31438
148.068242,145,3775.129389
166.752463,149,3775.908387
178.953802,149,3776.705382
165.132439,149,3777.604386
161.604924,149,3778.527389
171.078876,149,3779.53739
162.029091,149,3780.221388
159.625309,149,3780.910384
169.528229,149,3781.770399
183.775725,149,3782.477388
151.753188,149,3783.216386
160.338557,149,3783.980391
151.573052,149,3784.662391
161.760282,149,3785.34039
162.651666,149,3786.02439
150.2481,134,3786.740392
142.66833,149,3787.354401
166.098725,149,3788.033386
151.098195,149,3788.701394
178.9084,149,3789.375398
168.090825,149,3790.030324
158.453611,149,3790.781613
177.157822,149,3791.566614
170.590893,149,3792.363613
147.599405,149,3793.165623
196.265683,149,3793.984623
156.048297,149,3794.646619
161.33534,149,3795.320617
179.902506,149,3795.98162
176.021253,149,3796.64862
170.848448,149,3797.312617
164.212945,149,3797.963553
176.466031,149,3798.629623
156.989131,149,3799.320621
198.781469,149,3799.978621
161.871401,149,3800.640626
170.235524,149,3801.299624
156.68404,149,3801.998621
169.575453,149,3802.776547
165.419435,149,3803.436628
179.110953,149,3804.098631
150.865516,149,3804.77164
168.558355,149,3805.440634
173.160327,149,3806.102631
166.927157,149,3806.746635
178.002348,149,3807.416628
158.375771,149,3808.075629
154.05438,149,3808.744628
194.667649,149,3809.408635
172.245065,149,3810.076626
195.321597,149,3810.732561
180.073403,149,3811.396632
177.865685,149,3812.064625
189.805673,149,3812.725562
194.233377,149,3813.384845
194.090719,149,3814.044885
147.327129,149,3814.69392
163.489636,149,3815.357074
160.263557,149,3816.028074
-62.966558,12,3816.600084
181.329686,149,3816.757084
180.876513,149,3817.46107
167.554513,149,3818.124077
177.272602,149,3818.844078
187.477732,149,3819.523082
159.44192,149,3820.174084
180.452191,149,3820.845087
163.707406,149,3821.517073
166.039233,149,3822.166087
154.126475,149,3822.833084
174.25897,149,3823.502012
185.611565,149,3824.375195
172.263218,149,3825.234213
178.317664,149,3826.110141
175.00723,149,3827.024143
174.515238,149,3827.936143
160.525726,149,3828.789143
158.82614,149,3829.562137
172.942113,149,3830.330137
177.111363,149,3831.093347
169.641844,149,3831.858343
192.013523,149,3832.638342
177.826959,149,3833.569309
180.438451,149,3834.506351
163.274445,149,3835.431344
164.065546,149,3836.329345
164.508391,149,3837.263355
162.782698,149,3838.085359
189.475765,149,3838.836354
-236.79073,149,3839.600348
181.021077,149,3840.34935
165.32788,149,3841.112349
181.332155,149,3841.883361
146.233393,149,3842.812358
155.209486,149,3843.696362
166.219422,149,3844.620351
166.704427,149,3845.315359
183.295791,149,3845.969362
176.147533,149,3846.709355
172.334345,149,3847.398368
173.30148,149,3848.155362
171.545909,149,3849.00036
199.844542,149,3849.746319
146.520144,149,3850.566364
169.097796,149,3851.497357
161.517609,149,3852.377364
170.144526,149,3853.278363
171.33775,149,3854.19536
173.990044,149,3855.112295
157.65346,149,3855.901371
156.945693,149,3856.672363
141.292924,149,3857.436372
157.716223,149,3858.212371
152.419335,149,3859.010364
164.447288,149,3859.836364
159.15928,139,3860.708367
171.364223,149,3861.55538
172.343142,143,3862.519367
158.983771,149,3863.443377
54.335107,149,3864.367378
183.468439,149,3865.216376
171.427994,149,3865.967371
180.644893,149,3866.734377
-32.090505,149,3867.535371
197.471569,149,3868.321376
162.739162,149,3869.106373
192.052551,149,3870.034374
172.117383,149,3870.978379
176.88017,149,3871.920382
161.714562,149,3872.871383
175.86764,149,3873.781343
177.467572,149,3874.645377
91.000319,149,3875.44039
166.745508,149,3876.198392
168.439431,149,3876.97238
184.258131,149,3877.741325
170.483497,149,3878.415385
172.457815,149,3879.071325
182.730211,149,3879.75438
164.770574,149,3880.438468
170.617315,149,3881.107381
174.075564,149,3881.78846
172.534553,149,3882.455389
183.510203,149,3883.112455
162.58454,149,3883.775457
174.717287,149,3884.446468
184.841527,149,3885.136462
171.450727,149,3885.827463
166.008091,149,3886.743463
170.736599,149,3887.624464
167.493941,149,3888.596473
178.322835,149,3889.552456
179.699923,149,3890.514467
191.179159,149,3891.29846
